"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","F","Women","F05","Natural sciences, mathematics and statistics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,55.931,,
"SWE","Sweden","M","Men","F05","Natural sciences, mathematics and statistics","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,44.069,,
"SWE","Sweden","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,54.634,,
"SWE","Sweden","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,45.366,,
"SWE","Sweden","F","Women","F05","Natural sciences, mathematics and statistics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,40.522,,
"SWE","Sweden","M","Men","F05","Natural sciences, mathematics and statistics","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,59.478,,
"SWE","Sweden","F","Women","F05","Natural sciences, mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,52.028,,
"SWE","Sweden","M","Men","F05","Natural sciences, mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,47.972,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,28.267,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,71.733,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,22.763,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,77.237,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,36.107,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,63.893,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,30.337,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,69.663,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,25.668,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,74.332,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,30.238,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,69.762,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,9.11,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,90.89,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,22.328,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,77.672,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,24.559,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,75.441,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,36.507,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,63.493,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,34.18,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,65.82,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,29.821,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,70.179,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,32.774,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,67.226,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,67.096,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,32.904,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,71.595,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,28.405,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,61.809,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,38.191,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,70.175,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,29.825,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,69.767,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,30.233,,
